date,dow,day_part,event_name,covers,staff_foh,staff_boh,labor_cost,revenue,labor_pct,covers_per_foh
2026-02-15,6,Dinner,,55,6,4,235.5,2138.0,0.11,9.17
2026-02-15,6,Lunch,,27,3,2,235.5,1205.5,0.195,9.0
2026-02-17,1,Dinner,,39,4,3,497.25,1600.0,0.311,9.75
2026-02-17,1,Lunch,,19,2,2,288.0,848.0,0.34,9.5
2026-02-18,2,Dinner,,42,4,3,497.25,1765.0,0.282,10.5
2026-02-18,2,Lunch,,20,2,2,288.0,1046.0,0.275,10.0
2026-02-19,3,Dinner,,44,5,4,213.75,1941.0,0.11,8.8
2026-02-19,3,Lunch,,25,2,2,192.0,1146.5,0.167,12.5
2026-02-20,4,Dinner,,69,6,5,785.25,2843.0,0.276,11.5
2026-02-20,4,Late,,7,2,2,192.0,298.5,0.643,3.5
2026-02-20,4,Lunch,,22,3,2,117.75,886.0,0.133,7.33
2026-02-21,5,Dinner,,76,8,6,994.5,3248.0,0.306,9.5
2026-02-21,5,Late,,7,2,2,288.0,306.5,0.94,3.5
2026-02-21,5,Lunch,,31,4,3,497.25,1404.0,0.354,7.75
2026-02-22,6,Dinner,,46,6,4,471.0,1820.5,0.259,7.67
2026-02-22,6,Lunch,,22,3,2,353.25,1299.0,0.272,7.33
2026-02-24,1,Dinner,,37,4,3,331.5,1731.5,0.191,9.25
2026-02-24,1,Lunch,,15,2,2,96.0,616.0,0.156,7.5
2026-02-25,2,Dinner,,41,4,3,165.75,1922.5,0.086,10.25
2026-02-25,2,Lunch,,19,2,2,192.0,1041.5,0.184,9.5
2026-02-26,3,Dinner,,34,5,4,427.5,1400.5,0.305,6.8
2026-02-26,3,Lunch,,18,3,2,353.25,908.0,0.389,6.0
2026-02-27,4,Dinner,,57,6,5,261.75,2571.5,0.102,9.5
2026-02-27,4,Late,,8,2,2,288.0,387.0,0.744,4.0
2026-02-27,4,Lunch,,28,3,2,235.5,1416.0,0.166,9.33
2026-02-28,5,Dinner,,68,8,6,331.5,3021.5,0.11,8.5
2026-02-28,5,Late,,9,2,2,192.0,343.0,0.56,4.5
2026-02-28,5,Lunch,,33,4,3,331.5,1561.5,0.212,8.25
2026-03-01,6,Dinner,,62,6,5,785.25,2980.5,0.263,10.33
2026-03-01,6,Lunch,,28,3,2,235.5,1142.5,0.206,9.33
2026-03-03,1,Dinner,,38,4,3,497.25,1545.5,0.322,9.5
2026-03-03,1,Lunch,,17,2,2,192.0,646.0,0.297,8.5
2026-03-04,2,Dinner,,47,4,4,384.0,2302.0,0.167,11.75
2026-03-04,2,Lunch,,20,2,2,288.0,826.0,0.349,10.0
2026-03-05,3,Dinner,,51,5,4,641.25,1802.5,0.356,10.2
2026-03-05,3,Lunch,,21,3,2,235.5,1042.0,0.226,7.0
2026-03-06,4,Dinner,,64,7,5,567.0,2816.0,0.201,9.14
2026-03-06,4,Late,,9,2,2,192.0,576.5,0.333,4.5
2026-03-06,4,Lunch,,29,3,3,432.0,1388.0,0.311,9.67
2026-03-07,5,Dinner,,63,8,6,663.0,3000.0,0.221,7.88
2026-03-07,5,Late,,8,2,2,288.0,426.0,0.676,4.0
2026-03-07,5,Lunch,,27,4,3,497.25,1388.5,0.358,6.75
2026-03-08,6,Dinner,,55,6,5,261.75,2739.5,0.096,9.17
2026-03-08,6,Lunch,,21,3,2,353.25,823.0,0.429,7.0
2026-03-10,1,Dinner,,38,4,3,331.5,1558.0,0.213,9.5
2026-03-10,1,Lunch,,19,2,2,288.0,632.5,0.455,9.5
2026-03-11,2,Dinner,,48,5,4,641.25,2344.0,0.274,9.6
2026-03-11,2,Lunch,,20,2,2,192.0,718.0,0.267,10.0
2026-03-12,3,Dinner,,48,5,4,427.5,2042.0,0.209,9.6
2026-03-12,3,Lunch,,25,3,2,353.25,884.0,0.4,8.33
2026-03-13,4,Dinner,,65,7,5,850.5,2581.5,0.329,9.29
2026-03-13,4,Late,,8,2,2,288.0,353.5,0.815,4.0
2026-03-13,4,Lunch,,34,3,2,235.5,1350.5,0.174,11.33
2026-03-14,5,Dinner,,62,8,6,994.5,2577.5,0.386,7.75
2026-03-14,5,Late,,8,2,2,192.0,341.0,0.563,4.0
2026-03-14,5,Lunch,,32,4,3,331.5,1368.0,0.242,8.0
2026-03-15,6,Dinner,Mother's Day,102,9,7,759.0,4176.15,0.182,11.33
2026-03-15,6,Lunch,Mother's Day,42,4,4,192.0,1956.9,0.098,10.5
2026-03-17,1,Dinner,,33,4,3,497.25,1580.5,0.315,8.25
2026-03-17,1,Lunch,,21,2,2,192.0,854.5,0.225,10.5
2026-03-18,2,Dinner,,39,5,4,213.75,1858.0,0.115,7.8
2026-03-18,2,Lunch,,21,2,2,288.0,1025.5,0.281,10.5
2026-03-19,3,Dinner,,48,5,4,641.25,2097.0,0.306,9.6
2026-03-19,3,Lunch,,23,3,2,235.5,1295.0,0.182,7.67
2026-03-20,4,Dinner,,71,7,5,283.5,3384.5,0.084,10.14
2026-03-20,4,Late,,8,2,2,192.0,292.0,0.658,4.0
2026-03-20,4,Lunch,,24,3,3,432.0,1000.5,0.432,8.0
2026-03-21,5,Dinner,,65,7,6,309.75,2899.5,0.107,9.29
2026-03-21,5,Late,,9,2,2,288.0,394.5,0.73,4.5
2026-03-21,5,Lunch,,32,4,3,497.25,1240.0,0.401,8.0
2026-03-22,6,Dinner,,58,7,6,929.25,2551.0,0.364,8.29
2026-03-22,6,Lunch,,28,3,3,288.0,977.0,0.295,9.33
2026-03-24,1,Dinner,,40,4,3,331.5,1833.5,0.181,10.0
2026-03-24,1,Lunch,,18,2,2,288.0,634.0,0.454,9.0
2026-03-25,2,Dinner,,42,5,4,427.5,1815.0,0.236,8.4
2026-03-25,2,Lunch,,22,2,2,96.0,1138.5,0.084,11.0
2026-03-26,3,Dinner,,54,5,4,427.5,2034.0,0.21,10.8
2026-03-26,3,Lunch,,19,3,2,353.25,836.5,0.422,6.33
2026-03-27,4,Dinner,,72,7,5,567.0,3515.5,0.161,10.29
2026-03-27,4,Late,,9,2,2,288.0,415.5,0.693,4.5
2026-03-27,4,Lunch,,29,3,3,288.0,1271.0,0.227,9.67
2026-03-28,5,Dinner,,75,7,5,567.0,3384.0,0.168,10.71
2026-03-28,5,Late,,11,2,2,96.0,440.0,0.218,5.5
2026-03-28,5,Lunch,,33,4,3,331.5,1625.5,0.204,8.25
2026-03-29,6,Dinner,,60,7,6,619.5,2421.5,0.256,8.57
2026-03-29,6,Lunch,,33,3,3,432.0,1387.0,0.311,11.0
2026-03-31,1,Dinner,,43,4,3,497.25,1746.0,0.285,10.75
2026-03-31,1,Lunch,,18,2,2,192.0,724.0,0.265,9.0
2026-04-01,2,Dinner,,47,5,4,641.25,2157.0,0.297,9.4
2026-04-01,2,Lunch,,19,3,2,235.5,960.5,0.245,6.33
2026-04-02,3,Dinner,,53,6,4,706.5,2321.5,0.304,8.83
2026-04-02,3,Lunch,,24,3,2,235.5,843.5,0.279,8.0
2026-04-03,4,Dinner,,57,7,6,929.25,2266.0,0.41,8.14
2026-04-03,4,Late,,7,2,2,96.0,462.0,0.208,3.5
2026-04-03,4,Lunch,,29,3,3,432.0,1272.0,0.34,9.67
2026-04-04,5,Dinner,,73,7,6,929.25,3003.5,0.309,10.43
2026-04-04,5,Late,,10,2,2,192.0,488.5,0.393,5.0
2026-04-04,5,Lunch,,31,4,3,497.25,1594.5,0.312,7.75
2026-04-05,6,Dinner,Easter Sunday,90,9,7,1138.5,4196.5,0.271,10.0
2026-04-05,6,Lunch,Easter Sunday,45,5,4,213.75,2098.25,0.102,9.0
2026-04-07,1,Dinner,,42,4,3,331.5,1560.5,0.212,10.5
2026-04-07,1,Lunch,,17,2,2,288.0,642.5,0.448,8.5
2026-04-08,2,Dinner,,44,5,4,427.5,1956.0,0.219,8.8
2026-04-08,2,Lunch,,20,3,2,353.25,812.0,0.435,6.67
2026-04-09,3,Dinner,,54,6,4,471.0,2222.5,0.212,9.0
2026-04-09,3,Lunch,,24,3,2,353.25,1009.5,0.35,8.0
2026-04-10,4,Dinner,,75,7,6,619.5,2911.5,0.213,10.71
2026-04-10,4,Late,,8,2,2,192.0,386.5,0.497,4.0
2026-04-10,4,Lunch,,30,3,3,288.0,1419.0,0.203,10.0
2026-04-11,5,Dinner,,97,7,6,619.5,3688.0,0.168,13.86
2026-04-11,5,Late,,10,2,2,288.0,438.5,0.657,5.0
2026-04-11,5,Lunch,,35,4,3,331.5,1340.5,0.247,8.75
2026-04-12,6,Dinner,,63,8,6,663.0,2456.0,0.27,7.88
2026-04-12,6,Lunch,,33,4,3,331.5,1355.0,0.245,8.25
2026-04-14,1,Dinner,,41,4,4,576.0,2263.5,0.254,10.25
2026-04-14,1,Lunch,,20,2,2,192.0,871.5,0.22,10.0
2026-04-15,2,Dinner,,42,5,4,641.25,1856.0,0.346,8.4
2026-04-15,2,Lunch,,21,3,2,117.75,897.5,0.131,7.0
2026-04-16,3,Dinner,,47,6,5,785.25,1905.5,0.412,7.83
2026-04-16,3,Lunch,,25,3,2,235.5,796.0,0.296,8.33
2026-04-17,4,Dinner,,75,7,6,929.25,3562.5,0.261,10.71
2026-04-17,4,Late,,9,2,2,288.0,346.5,0.831,4.5
2026-04-17,4,Lunch,,34,3,3,432.0,1398.0,0.309,11.33
2026-04-18,5,Dinner,,80,8,6,994.5,3011.0,0.33,10.0
2026-04-18,5,Late,,10,2,2,96.0,421.0,0.228,5.0
2026-04-18,5,Lunch,,34,4,3,497.25,1277.5,0.389,8.5
2026-04-19,6,Dinner,,51,7,6,929.25,2279.5,0.408,7.29
2026-04-19,6,Lunch,,32,4,3,497.25,1269.5,0.392,8.0
2026-04-21,1,Dinner,,33,5,4,213.75,1377.0,0.155,6.6
2026-04-21,1,Lunch,,18,2,2,288.0,681.0,0.423,9.0
2026-04-22,2,Dinner,,52,5,4,427.5,2402.5,0.178,10.4
2026-04-22,2,Lunch,,18,3,2,235.5,745.5,0.316,6.0
2026-04-23,3,Dinner,,47,6,4,471.0,2087.0,0.226,7.83
2026-04-23,3,Lunch,,26,3,2,353.25,1005.5,0.351,8.67
2026-04-24,4,Dinner,,48,7,6,619.5,1873.0,0.331,6.86
2026-04-24,4,Late,,8,2,2,96.0,264.5,0.363,4.0
2026-04-24,4,Lunch,,27,4,3,331.5,1020.5,0.325,6.75
2026-04-25,5,Dinner,,80,9,7,759.0,3137.0,0.242,8.89
2026-04-25,5,Late,,9,2,2,192.0,496.0,0.387,4.5
2026-04-25,5,Lunch,,44,4,3,165.75,2204.0,0.075,11.0
2026-04-26,6,Dinner,,53,7,6,619.5,2529.5,0.245,7.57
2026-04-26,6,Lunch,,30,4,3,331.5,1298.0,0.255,7.5
2026-04-28,1,Dinner,,41,4,4,384.0,1717.5,0.224,10.25
2026-04-28,1,Lunch,,18,2,2,192.0,587.0,0.327,9.0
2026-04-29,2,Dinner,,49,5,4,641.25,2192.5,0.292,9.8
2026-04-29,2,Lunch,,21,2,2,288.0,986.5,0.292,10.5
2026-04-30,3,Dinner,,54,6,4,706.5,2199.5,0.321,9.0
2026-04-30,3,Lunch,,24,3,2,117.75,1089.0,0.108,8.0
2026-05-01,4,Dinner,,77,7,5,850.5,3547.0,0.24,11.0
2026-05-01,4,Late,,10,2,2,192.0,578.0,0.332,5.0
2026-05-01,4,Lunch,,30,3,3,432.0,1622.0,0.266,10.0
2026-05-02,5,Dinner,,72,9,7,1138.5,3442.0,0.331,8.0
2026-05-02,5,Late,,11,2,2,288.0,623.0,0.462,5.5
2026-05-02,5,Lunch,,33,4,3,331.5,1208.0,0.274,8.25
2026-05-03,6,Dinner,,73,7,5,850.5,2904.0,0.293,10.43
2026-05-03,6,Lunch,,29,4,3,497.25,1011.5,0.492,7.25
2026-05-05,1,Dinner,,48,4,4,576.0,2208.5,0.261,12.0
2026-05-05,1,Lunch,,19,2,2,288.0,809.5,0.356,9.5
2026-05-06,2,Dinner,,48,5,4,427.5,2162.0,0.198,9.6
2026-05-06,2,Lunch,,22,2,2,192.0,906.5,0.212,11.0
2026-05-07,3,Dinner,,51,6,4,235.5,2498.5,0.094,8.5
2026-05-07,3,Lunch,,28,3,2,235.5,1206.0,0.195,9.33
2026-05-08,4,Dinner,,67,7,6,619.5,2796.0,0.222,9.57
2026-05-08,4,Late,,9,2,2,288.0,482.0,0.598,4.5
2026-05-08,4,Lunch,,29,4,3,165.75,1486.5,0.112,7.25
2026-05-09,5,Dinner,,84,9,7,759.0,3693.5,0.205,9.33
2026-05-09,5,Late,,10,2,2,192.0,366.5,0.524,5.0
2026-05-09,5,Lunch,,31,4,3,497.25,1380.0,0.36,7.75
2026-05-10,6,Dinner,,49,6,5,523.5,2352.0,0.223,8.17
2026-05-10,6,Lunch,,33,4,3,331.5,1318.0,0.252,8.25
2026-05-12,1,Dinner,,35,5,4,213.75,1537.0,0.139,7.0
2026-05-12,1,Lunch,,18,2,2,96.0,751.5,0.128,9.0
2026-05-13,2,Dinner,,48,5,4,641.25,2329.5,0.275,9.6
2026-05-13,2,Lunch,,20,3,2,353.25,645.5,0.547,6.67
2026-05-14,3,Dinner,,51,5,4,427.5,2228.0,0.192,10.2
2026-05-14,3,Lunch,,24,3,2,353.25,1393.0,0.254,8.0
2026-05-15,4,Dinner,,72,7,6,929.25,3181.0,0.292,10.29
2026-05-15,4,Late,,8,2,2,192.0,301.0,0.638,4.0
2026-05-15,4,Lunch,,32,3,3,288.0,1260.5,0.228,10.67
2026-05-16,5,Dinner,,84,8,7,1073.25,3924.5,0.273,10.5
2026-05-16,5,Late,,11,2,2,288.0,441.5,0.652,5.5
2026-05-16,5,Lunch,,39,4,3,165.75,1472.0,0.113,9.75
2026-05-17,6,Dinner,,66,6,5,785.25,2931.5,0.268,11.0
2026-05-17,6,Lunch,,31,4,3,497.25,1249.0,0.398,7.75
2026-05-19,1,Dinner,,42,4,4,384.0,1705.5,0.225,10.5
2026-05-19,1,Lunch,,23,2,2,192.0,790.0,0.243,11.5
2026-05-20,2,Dinner,,43,5,4,427.5,2250.5,0.19,8.6
2026-05-20,2,Lunch,,21,3,2,235.5,1013.0,0.232,7.0
2026-05-21,3,Dinner,,46,6,4,706.5,1861.5,0.38,7.67
2026-05-21,3,Lunch,,22,3,2,117.75,1099.5,0.107,7.33
2026-05-22,4,Dinner,,70,7,6,619.5,3186.0,0.194,10.0
2026-05-22,4,Late,,9,2,2,288.0,312.0,0.923,4.5
2026-05-22,4,Lunch,,30,3,3,432.0,1160.0,0.372,10.0
2026-05-23,5,Dinner,,73,8,7,715.5,3044.0,0.235,9.12
2026-05-23,5,Late,,11,2,2,192.0,641.0,0.3,5.5
2026-05-23,5,Lunch,,37,4,3,331.5,1845.0,0.18,9.25
2026-05-24,6,Dinner,,63,7,5,283.5,2507.5,0.113,9.0
2026-05-24,6,Lunch,,32,4,3,331.5,1341.5,0.247,8.0
2026-05-26,1,Dinner,,44,5,4,641.25,1708.5,0.375,8.8
2026-05-26,1,Lunch,,18,2,2,288.0,700.0,0.411,9.0
2026-05-27,2,Dinner,,40,5,4,641.25,1973.0,0.325,8.0
2026-05-27,2,Lunch,,22,3,2,353.25,837.5,0.422,7.33
2026-05-28,3,Dinner,,54,6,4,235.5,2798.0,0.084,9.0
2026-05-28,3,Lunch,,24,3,2,235.5,1087.0,0.217,8.0
2026-05-29,4,Dinner,,72,8,6,994.5,2484.0,0.4,9.0
2026-05-29,4,Late,,8,2,2,192.0,339.0,0.566,4.0
2026-05-29,4,Lunch,,29,4,3,165.75,1517.5,0.109,7.25
2026-05-30,5,Dinner,,89,8,7,1073.25,3782.5,0.284,11.12
2026-05-30,5,Late,,10,2,2,288.0,486.5,0.592,5.0
2026-05-30,5,Lunch,,41,4,3,497.25,1812.0,0.274,10.25
2026-05-31,6,Dinner,,49,7,5,567.0,2204.5,0.257,7.0
2026-05-31,6,Lunch,,31,4,3,497.25,1400.0,0.355,7.75
2026-06-02,1,Dinner,,44,5,4,427.5,1811.5,0.236,8.8
2026-06-02,1,Lunch,,18,2,2,96.0,681.0,0.141,9.0
2026-06-03,2,Dinner,,54,5,4,213.75,2459.5,0.087,10.8
2026-06-03,2,Lunch,,21,3,2,235.5,965.5,0.244,7.0
2026-06-04,3,Dinner,,50,6,4,471.0,2243.0,0.21,8.33
2026-06-04,3,Lunch,,31,3,2,353.25,1463.0,0.241,10.33
2026-06-05,4,Dinner,,77,8,6,331.5,3422.5,0.097,9.62
2026-06-05,4,Late,,11,2,2,288.0,330.5,0.871,5.5
2026-06-05,4,Lunch,,32,3,3,288.0,1422.0,0.203,10.67
2026-06-06,5,Dinner,,87,9,7,379.5,3596.5,0.106,9.67
2026-06-06,5,Late,,13,2,2,192.0,467.5,0.411,6.5
2026-06-06,5,Lunch,,34,4,3,331.5,1615.0,0.205,8.5
2026-06-07,6,Dinner,,60,6,5,785.25,2625.5,0.299,10.0
2026-06-07,6,Lunch,,27,4,3,331.5,1186.5,0.279,6.75
2026-06-09,1,Dinner,,43,5,4,641.25,1786.0,0.359,8.6
2026-06-09,1,Lunch,,20,2,2,192.0,840.5,0.228,10.0
2026-06-10,2,Dinner,,51,5,4,427.5,2024.5,0.211,10.2
2026-06-10,2,Lunch,,25,3,2,353.25,1086.5,0.325,8.33
2026-06-11,3,Dinner,,59,6,4,706.5,2815.0,0.251,9.83
2026-06-11,3,Lunch,,21,3,2,235.5,883.5,0.267,7.0
2026-06-12,4,Dinner,,85,8,6,663.0,3545.5,0.187,10.62
2026-06-12,4,Late,,9,2,2,192.0,376.0,0.511,4.5
2026-06-12,4,Lunch,,33,4,3,497.25,1592.0,0.312,8.25
2026-06-13,5,Dinner,,89,9,7,759.0,4075.5,0.186,9.89
2026-06-13,5,Late,,12,2,2,288.0,486.5,0.592,6.0
2026-06-13,5,Lunch,,37,4,3,497.25,1463.5,0.34,9.25
2026-06-14,6,Dinner,,57,6,5,261.75,2346.5,0.112,9.5
2026-06-14,6,Lunch,,33,4,3,497.25,1392.0,0.357,8.25
2026-06-16,1,Dinner,,40,5,4,427.5,1857.5,0.23,8.0
2026-06-16,1,Lunch,,22,2,2,288.0,1046.5,0.275,11.0
2026-06-17,2,Dinner,,43,5,4,641.25,2341.0,0.274,8.6
2026-06-17,2,Lunch,,24,3,2,235.5,1065.5,0.221,8.0
2026-06-18,3,Dinner,,52,6,5,523.5,2444.5,0.214,8.67
2026-06-18,3,Lunch,,27,3,2,353.25,1078.5,0.328,9.0
2026-06-19,4,Dinner,,80,8,6,994.5,3471.5,0.286,10.0
2026-06-19,4,Late,,10,2,2,288.0,611.5,0.471,5.0
2026-06-19,4,Lunch,,30,4,3,331.5,1322.5,0.251,7.5
2026-06-20,5,Dinner,,97,9,7,1138.5,3743.0,0.304,10.78
2026-06-20,5,Late,,10,2,2,192.0,387.0,0.496,5.0
2026-06-20,5,Lunch,,37,4,3,331.5,1600.0,0.207,9.25
2026-06-21,6,Dinner,Father's Day,95,8,6,663.0,4753.92,0.139,11.88
2026-06-21,6,Lunch,Father's Day,43,5,4,213.75,2215.24,0.096,8.6
2026-06-23,1,Dinner,,47,5,4,641.25,2117.0,0.303,9.4
2026-06-23,1,Lunch,,20,2,2,192.0,1068.5,0.18,10.0
2026-06-24,2,Dinner,,48,5,4,213.75,2672.5,0.08,9.6
2026-06-24,2,Lunch,,22,3,2,353.25,850.0,0.416,7.33
2026-06-25,3,Dinner,,50,6,5,785.25,2078.0,0.378,8.33
2026-06-25,3,Lunch,,30,3,2,235.5,1573.0,0.15,10.0
2026-06-26,4,Dinner,,87,8,7,357.75,4012.5,0.089,10.88
2026-06-26,4,Late,,12,2,2,192.0,483.0,0.398,6.0
2026-06-26,4,Lunch,,26,4,3,497.25,1122.0,0.443,6.5
2026-06-27,5,Dinner,,68,10,7,401.25,2747.0,0.146,6.8
2026-06-27,5,Late,,10,2,2,288.0,313.5,0.919,5.0
2026-06-27,5,Lunch,,37,4,3,497.25,1743.5,0.285,9.25
2026-06-28,6,Dinner,,68,7,6,929.25,2848.5,0.326,9.71
2026-06-28,6,Lunch,,31,4,3,331.5,1213.0,0.273,7.75
2026-06-30,1,Dinner,,48,5,4,427.5,2277.5,0.188,9.6
2026-06-30,1,Lunch,,18,2,2,288.0,735.0,0.392,9.0
2026-07-01,2,Dinner,,45,5,4,427.5,1902.0,0.225,9.0
2026-07-01,2,Lunch,,25,3,2,117.75,950.5,0.124,8.33
2026-07-02,3,Dinner,,71,6,5,523.5,2539.0,0.206,11.83
2026-07-02,3,Lunch,,29,3,3,432.0,1169.5,0.369,9.67
2026-07-03,4,Dinner,,76,9,7,759.0,3376.0,0.225,8.44
2026-07-03,4,Late,,10,2,2,288.0,351.0,0.821,5.0
2026-07-03,4,Lunch,,37,4,3,331.5,1244.5,0.266,9.25
2026-07-04,5,Dinner,,73,9,7,759.0,2818.5,0.269,8.11
2026-07-04,5,Late,,12,2,2,96.0,483.0,0.199,6.0
2026-07-04,5,Lunch,,43,4,3,331.5,1794.0,0.185,10.75
2026-07-05,6,Dinner,,85,7,6,619.5,3959.5,0.156,12.14
2026-07-05,6,Lunch,,32,4,3,497.25,1301.0,0.382,8.0
2026-07-07,1,Dinner,,55,5,4,641.25,2690.5,0.238,11.0
2026-07-07,1,Lunch,,21,2,2,192.0,887.5,0.216,10.5
2026-07-08,2,Dinner,,55,5,4,641.25,2217.5,0.289,11.0
2026-07-08,2,Lunch,,22,3,2,235.5,1236.5,0.19,7.33
2026-07-09,3,Dinner,,54,6,5,785.25,2263.0,0.347,9.0
2026-07-09,3,Lunch,,28,3,3,288.0,1087.0,0.265,9.33
2026-07-10,4,Dinner,,88,9,7,1138.5,3567.5,0.319,9.78
2026-07-10,4,Late,,10,2,2,96.0,500.0,0.192,5.0
2026-07-10,4,Lunch,,37,4,3,497.25,1691.0,0.294,9.25
2026-07-11,5,Dinner,,88,9,7,1138.5,3648.0,0.312,9.78
2026-07-11,5,Late,,10,2,2,192.0,458.0,0.419,5.0
2026-07-11,5,Lunch,,34,4,3,497.25,1480.0,0.336,8.5
2026-07-12,6,Dinner,,71,8,6,994.5,2953.5,0.337,8.88
2026-07-12,6,Lunch,,32,4,3,165.75,1307.0,0.127,8.0
2026-07-14,1,Dinner,,40,5,4,427.5,1594.5,0.268,8.0
2026-07-14,1,Lunch,,18,3,2,353.25,684.0,0.516,6.0
2026-07-15,2,Dinner,,50,5,4,427.5,1883.0,0.227,10.0
2026-07-15,2,Lunch,,25,3,2,353.25,1007.5,0.351,8.33
2026-07-16,3,Dinner,,64,6,5,523.5,2609.5,0.201,10.67
2026-07-16,3,Lunch,,20,3,3,432.0,693.0,0.623,6.67
2026-07-17,4,Dinner,,73,9,7,759.0,3100.5,0.245,8.11
2026-07-17,4,Late,,9,2,2,192.0,280.0,0.686,4.5
2026-07-17,4,Lunch,,37,4,3,331.5,1477.0,0.224,9.25
2026-07-18,5,Dinner,,92,9,7,759.0,4232.0,0.179,10.22
2026-07-18,5,Late,,14,2,2,288.0,477.0,0.604,7.0
2026-07-18,5,Lunch,,44,4,3,331.5,2053.5,0.161,11.0
2026-07-19,6,Dinner,,75,8,7,715.5,3562.5,0.201,9.38
2026-07-19,6,Lunch,,35,4,3,331.5,1460.0,0.227,8.75
2026-07-21,1,Dinner,,51,5,4,641.25,2276.5,0.282,10.2
2026-07-21,1,Lunch,,21,2,2,192.0,998.5,0.192,10.5
2026-07-22,2,Dinner,,59,5,4,641.25,2824.5,0.227,11.8
2026-07-22,2,Lunch,,26,3,2,117.75,855.0,0.138,8.67
2026-07-23,3,Dinner,,56,6,5,785.25,2430.5,0.323,9.33
2026-07-23,3,Lunch,,26,3,3,288.0,1256.0,0.229,8.67
2026-07-24,4,Dinner,,85,9,7,1138.5,3396.5,0.335,9.44
2026-07-24,4,Late,,12,2,2,288.0,379.0,0.76,6.0
2026-07-24,4,Lunch,,35,4,3,497.25,1372.0,0.362,8.75
2026-07-25,5,Dinner,,85,9,7,1138.5,3536.0,0.322,9.44
2026-07-25,5,Late,,12,2,2,96.0,535.0,0.179,6.0
2026-07-25,5,Lunch,,39,4,4,576.0,1817.0,0.317,9.75
2026-07-26,6,Dinner,,79,8,6,994.5,3556.5,0.28,9.88
2026-07-26,6,Lunch,,32,4,3,497.25,1523.5,0.326,8.0
2026-07-28,1,Dinner,,43,5,4,213.75,1521.0,0.141,8.6
2026-07-28,1,Lunch,,17,2,2,288.0,766.0,0.376,8.5
2026-07-29,2,Dinner,,40,6,5,523.5,1680.0,0.312,6.67
2026-07-29,2,Lunch,,22,3,2,235.5,834.5,0.282,7.33
2026-07-30,3,Dinner,,54,7,5,567.0,2425.0,0.234,7.71
2026-07-30,3,Lunch,,25,3,2,353.25,1173.5,0.301,8.33
2026-07-31,4,Dinner,,87,9,7,759.0,3750.5,0.202,9.67
2026-07-31,4,Late,,10,2,2,96.0,284.0,0.338,5.0
2026-07-31,4,Lunch,,36,4,3,331.5,1632.5,0.203,9.0
2026-08-01,5,Dinner,,82,9,7,759.0,3421.5,0.222,9.11
2026-08-01,5,Late,,12,2,2,192.0,677.0,0.284,6.0
2026-08-01,5,Lunch,,34,4,4,192.0,1658.5,0.116,8.5
2026-08-02,6,Dinner,,61,8,6,663.0,2434.5,0.272,7.62
2026-08-02,6,Lunch,,28,4,3,331.5,1352.0,0.245,7.0
2026-08-04,1,Dinner,,43,5,4,427.5,2176.5,0.196,8.6
2026-08-04,1,Lunch,,22,2,2,192.0,971.5,0.198,11.0
2026-08-05,2,Dinner,,49,6,4,706.5,2326.0,0.304,8.17
2026-08-05,2,Lunch,,24,3,2,353.25,1072.0,0.33,8.0
2026-08-06,3,Dinner,,50,6,5,785.25,1896.5,0.414,8.33
2026-08-06,3,Lunch,,27,3,2,117.75,1535.5,0.077,9.0
2026-08-07,4,Dinner,,72,9,7,1138.5,3317.0,0.343,8.0
2026-08-07,4,Late,,8,2,2,192.0,292.5,0.656,4.0
2026-08-07,4,Lunch,,34,4,3,497.25,1543.5,0.322,8.5
2026-08-08,5,Dinner,,89,9,7,1138.5,3741.5,0.304,9.89
2026-08-08,5,Late,,10,2,2,288.0,546.5,0.527,5.0
2026-08-08,5,Lunch,,32,4,3,331.5,1502.0,0.221,8.0
2026-08-09,6,Dinner,,67,8,6,994.5,3178.0,0.313,8.38
2026-08-09,6,Lunch,,28,4,3,497.25,1195.5,0.416,7.0
2026-08-11,1,Dinner,,34,5,4,641.25,1452.0,0.442,6.8
2026-08-11,1,Lunch,,23,2,2,288.0,905.5,0.318,11.5
