order_id,item_id,item_name,category,quantity,unit_price,line_total
3259,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
3259,M027,Negroni,Drink,2,11.0,22.0
3259,M030,Espresso Martini,Drink,1,11.5,11.5
3259,M032,Coffee,Drink,1,3.5,3.5
3259,M029,Craft Beer,Drink,1,6.5,6.5
3260,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
3260,M003,King Prawn Saganaki,Starter,1,11.0,11.0
3260,M011,Whole Grilled Sea Bass,Main,2,26.0,52.0
3260,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3260,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
3260,M021,"Sauteed Spinach, Garlic",Side,1,5.0,5.0
3260,M019,Greek Salad,Side,1,5.5,5.5
3260,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
3260,M032,Coffee,Drink,1,3.5,3.5
3260,M028,Aperol Spritz,Drink,1,10.5,10.5
3260,M030,Espresso Martini,Drink,1,11.5,11.5
3261,M002,"Grilled Octopus, Salsa Verde",Starter,2,12.5,25.0
3261,M001,Whipped Feta & Hot Honey,Starter,1,8.5,8.5
3261,M006,"Soupe de Poisson, Rouille",Starter,1,8.0,8.0
3261,M007,"Charred Flatbread, Tzatziki",Starter,1,6.5,6.5
3261,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3261,M021,"Sauteed Spinach, Garlic",Side,1,5.0,5.0
3261,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3261,M032,Coffee,Drink,2,3.5,7.0
3261,M031,Soft Drink / Juice,Drink,1,3.5,3.5
3261,M028,Aperol Spritz,Drink,1,10.5,10.5
3261,M026,House Red / White (glass),Drink,1,8.0,8.0
3262,M017,"Signature Burger, Aged Cheddar",Main,2,16.0,32.0
3262,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
3262,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3262,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
3262,M014,Grilled Squid Linguine,Main,1,18.0,18.0
3262,M015,Wild Mushroom Risotto (v),Main,1,16.5,16.5
3262,M020,Charred Tenderstem Broccoli,Side,3,5.5,16.5
3262,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3262,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
3262,M026,House Red / White (glass),Drink,2,8.0,16.0
3262,M028,Aperol Spritz,Drink,2,10.5,21.0
3262,M032,Coffee,Drink,1,3.5,3.5
3263,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
3263,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
3263,M016,Brasserie Moussaka,Main,1,17.5,17.5
3263,M015,Wild Mushroom Risotto (v),Main,1,16.5,16.5
3263,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3263,M019,Greek Salad,Side,1,5.5,5.5
3263,M025,Affogato,Dessert,1,6.5,6.5
3263,M032,Coffee,Drink,1,3.5,3.5
3263,M027,Negroni,Drink,1,11.0,11.0
3264,M001,Whipped Feta & Hot Honey,Starter,1,8.5,8.5
3264,M021,"Sauteed Spinach, Garlic",Side,2,5.0,10.0
3264,M018,Triple-Cooked Chips,Side,2,5.5,11.0
3264,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
3264,M026,House Red / White (glass),Drink,1,8.0,8.0
3264,M027,Negroni,Drink,1,11.0,11.0
3264,M028,Aperol Spritz,Drink,1,10.5,10.5
3265,M001,Whipped Feta & Hot Honey,Starter,2,8.5,17.0
3265,M003,King Prawn Saganaki,Starter,1,11.0,11.0
3265,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
3265,M008,"Lamb Chops, Salsa Verde",Main,2,24.0,48.0
3265,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
3265,M014,Grilled Squid Linguine,Main,1,18.0,18.0
3265,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
3265,M021,"Sauteed Spinach, Garlic",Side,1,5.0,5.0
3265,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3265,M022,Baklava Cheesecake,Dessert,3,8.5,25.5
3265,M024,Citrus Olive Oil Cake,Dessert,1,7.5,7.5
3265,M026,House Red / White (glass),Drink,5,8.0,40.0
3265,M029,Craft Beer,Drink,3,6.5,19.5
3265,M028,Aperol Spritz,Drink,1,10.5,10.5
3265,M027,Negroni,Drink,1,11.0,11.0
3266,M004,Ox Cheek Croquettes,Starter,1,9.5,9.5
3266,M007,"Charred Flatbread, Tzatziki",Starter,1,6.5,6.5
3266,M014,Grilled Squid Linguine,Main,1,18.0,18.0
3266,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
3266,M016,Brasserie Moussaka,Main,1,17.5,17.5
3266,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3266,M019,Greek Salad,Side,1,5.5,5.5
3266,M023,Dark Chocolate Fondant,Dessert,2,9.0,18.0
3266,M025,Affogato,Dessert,1,6.5,6.5
3266,M031,Soft Drink / Juice,Drink,3,3.5,10.5
3266,M026,House Red / White (glass),Drink,1,8.0,8.0
3266,M032,Coffee,Drink,1,3.5,3.5
3266,M028,Aperol Spritz,Drink,1,10.5,10.5
3266,M029,Craft Beer,Drink,1,6.5,6.5
3267,M007,"Charred Flatbread, Tzatziki",Starter,1,6.5,6.5
3267,M006,"Soupe de Poisson, Rouille",Starter,1,8.0,8.0
3267,M015,Wild Mushroom Risotto (v),Main,1,16.5,16.5
3267,M016,Brasserie Moussaka,Main,1,17.5,17.5
3267,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3267,M021,"Sauteed Spinach, Garlic",Side,1,5.0,5.0
3267,M025,Affogato,Dessert,1,6.5,6.5
3268,M006,"Soupe de Poisson, Rouille",Starter,1,8.0,8.0
3268,M019,Greek Salad,Side,2,5.5,11.0
3268,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3268,M026,House Red / White (glass),Drink,1,8.0,8.0
3268,M027,Negroni,Drink,1,11.0,11.0
3269,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
3269,M004,Ox Cheek Croquettes,Starter,1,9.5,9.5
3269,M016,Brasserie Moussaka,Main,1,17.5,17.5
3269,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
3269,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
3269,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
3269,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
3269,M031,Soft Drink / Juice,Drink,1,3.5,3.5
3269,M030,Espresso Martini,Drink,1,11.5,11.5
3270,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
3270,M028,Aperol Spritz,Drink,1,10.5,10.5
3270,M030,Espresso Martini,Drink,1,11.5,11.5
3271,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
3271,M003,King Prawn Saganaki,Starter,1,11.0,11.0
3271,M006,"Soupe de Poisson, Rouille",Starter,1,8.0,8.0
3271,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
3271,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
3271,M028,Aperol Spritz,Drink,1,10.5,10.5
3272,M002,"Grilled Octopus, Salsa Verde",Starter,2,12.5,25.0
3272,M003,King Prawn Saganaki,Starter,1,11.0,11.0
3272,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3272,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
3272,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3272,M031,Soft Drink / Juice,Drink,1,3.5,3.5
3272,M032,Coffee,Drink,1,3.5,3.5
3272,M027,Negroni,Drink,1,11.0,11.0
3272,M030,Espresso Martini,Drink,1,11.5,11.5
3273,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
3273,M016,Brasserie Moussaka,Main,1,17.5,17.5
3273,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
3273,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
3273,M018,Triple-Cooked Chips,Side,2,5.5,11.0
3273,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
3273,M024,Citrus Olive Oil Cake,Dessert,1,7.5,7.5
3273,M026,House Red / White (glass),Drink,3,8.0,24.0
3273,M028,Aperol Spritz,Drink,2,10.5,21.0
3273,M029,Craft Beer,Drink,1,6.5,6.5
3273,M031,Soft Drink / Juice,Drink,1,3.5,3.5
3273,M027,Negroni,Drink,1,11.0,11.0
3273,M032,Coffee,Drink,1,3.5,3.5
3274,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
3274,M004,Ox Cheek Croquettes,Starter,1,9.5,9.5
3274,M013,Corn-Fed Chicken Supreme,Main,2,19.5,39.0
3274,M008,"Lamb Chops, Salsa Verde",Main,2,24.0,48.0
3274,M012,Pan-Seared Dover Sole,Main,1,29.0,29.0
3274,M016,Brasserie Moussaka,Main,1,17.5,17.5
3274,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
3274,M014,Grilled Squid Linguine,Main,1,18.0,18.0
3274,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3274,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
3274,M023,Dark Chocolate Fondant,Dessert,2,9.0,18.0
3274,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
3274,M029,Craft Beer,Drink,1,6.5,6.5
3274,M032,Coffee,Drink,1,3.5,3.5
3274,M031,Soft Drink / Juice,Drink,1,3.5,3.5
3275,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
3275,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3275,M031,Soft Drink / Juice,Drink,1,3.5,3.5
3276,M002,"Grilled Octopus, Salsa Verde",Starter,2,12.5,25.0
3276,M007,"Charred Flatbread, Tzatziki",Starter,1,6.5,6.5
3276,M012,Pan-Seared Dover Sole,Main,2,29.0,58.0
3276,M013,Corn-Fed Chicken Supreme,Main,2,19.5,39.0
3276,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3276,M019,Greek Salad,Side,1,5.5,5.5
3276,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
3276,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3276,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
3276,M030,Espresso Martini,Drink,1,11.5,11.5
3276,M029,Craft Beer,Drink,1,6.5,6.5
3276,M026,House Red / White (glass),Drink,1,8.0,8.0
3277,M004,Ox Cheek Croquettes,Starter,1,9.5,9.5
3277,M016,Brasserie Moussaka,Main,1,17.5,17.5
3277,M018,Triple-Cooked Chips,Side,3,5.5,16.5
3277,M026,House Red / White (glass),Drink,1,8.0,8.0
3277,M032,Coffee,Drink,1,3.5,3.5
3277,M031,Soft Drink / Juice,Drink,1,3.5,3.5
3278,M004,Ox Cheek Croquettes,Starter,1,9.5,9.5
3278,M005,"Burrata, Heritage Tomato",Starter,1,10.5,10.5
3278,M006,"Soupe de Poisson, Rouille",Starter,1,8.0,8.0
3278,M014,Grilled Squid Linguine,Main,2,18.0,36.0
3278,M008,"Lamb Chops, Salsa Verde",Main,2,24.0,48.0
3278,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
3278,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
3278,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3278,M018,Triple-Cooked Chips,Side,2,5.5,11.0
3278,M019,Greek Salad,Side,1,5.5,5.5
3278,M024,Citrus Olive Oil Cake,Dessert,1,7.5,7.5
3278,M029,Craft Beer,Drink,2,6.5,13.0
3278,M028,Aperol Spritz,Drink,1,10.5,10.5
3278,M030,Espresso Martini,Drink,1,11.5,11.5
3278,M026,House Red / White (glass),Drink,1,8.0,8.0
3279,M031,Soft Drink / Juice,Drink,1,3.5,3.5
3280,M001,Whipped Feta & Hot Honey,Starter,1,8.5,8.5
3280,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3280,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
3280,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
3280,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3280,M022,Baklava Cheesecake,Dessert,2,8.5,17.0
3280,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
3280,M028,Aperol Spritz,Drink,5,10.5,52.5
3280,M031,Soft Drink / Juice,Drink,2,3.5,7.0
3280,M026,House Red / White (glass),Drink,1,8.0,8.0
3280,M032,Coffee,Drink,1,3.5,3.5
3280,M029,Craft Beer,Drink,1,6.5,6.5
3280,M030,Espresso Martini,Drink,1,11.5,11.5
3281,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
3281,M021,"Sauteed Spinach, Garlic",Side,1,5.0,5.0
3281,M025,Affogato,Dessert,1,6.5,6.5
3282,M004,Ox Cheek Croquettes,Starter,2,9.5,19.0
3282,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
3282,M005,"Burrata, Heritage Tomato",Starter,1,10.5,10.5
3282,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,2,22.0,44.0
3282,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
3282,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
3282,M014,Grilled Squid Linguine,Main,1,18.0,18.0
3282,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3282,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
3282,M027,Negroni,Drink,1,11.0,11.0
3282,M026,House Red / White (glass),Drink,1,8.0,8.0
3282,M032,Coffee,Drink,1,3.5,3.5
3283,M002,"Grilled Octopus, Salsa Verde",Starter,2,12.5,25.0
3283,M003,King Prawn Saganaki,Starter,1,11.0,11.0
3283,M014,Grilled Squid Linguine,Main,1,18.0,18.0
3283,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3283,M015,Wild Mushroom Risotto (v),Main,1,16.5,16.5
3283,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
3283,M026,House Red / White (glass),Drink,5,8.0,40.0
3283,M027,Negroni,Drink,2,11.0,22.0
3283,M029,Craft Beer,Drink,2,6.5,13.0
3284,M016,Brasserie Moussaka,Main,3,17.5,52.5
3284,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
3284,M031,Soft Drink / Juice,Drink,1,3.5,3.5
3284,M030,Espresso Martini,Drink,1,11.5,11.5
3284,M026,House Red / White (glass),Drink,1,8.0,8.0
3284,M027,Negroni,Drink,1,11.0,11.0
3284,M032,Coffee,Drink,1,3.5,3.5
3285,M011,Whole Grilled Sea Bass,Main,2,26.0,52.0
3285,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
3285,M019,Greek Salad,Side,1,5.5,5.5
3285,M024,Citrus Olive Oil Cake,Dessert,1,7.5,7.5
3285,M026,House Red / White (glass),Drink,3,8.0,24.0
3285,M032,Coffee,Drink,1,3.5,3.5
3286,M005,"Burrata, Heritage Tomato",Starter,1,10.5,10.5
3286,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
3286,M013,Corn-Fed Chicken Supreme,Main,2,19.5,39.0
3286,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3286,M032,Coffee,Drink,1,3.5,3.5
3287,M003,King Prawn Saganaki,Starter,1,11.0,11.0
3287,M005,"Burrata, Heritage Tomato",Starter,1,10.5,10.5
3287,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
3287,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3287,M028,Aperol Spritz,Drink,2,10.5,21.0
3288,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
3288,M001,Whipped Feta & Hot Honey,Starter,1,8.5,8.5
3288,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
3288,M014,Grilled Squid Linguine,Main,1,18.0,18.0
3288,M021,"Sauteed Spinach, Garlic",Side,1,5.0,5.0
3288,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
3288,M026,House Red / White (glass),Drink,1,8.0,8.0
3289,M016,Brasserie Moussaka,Main,2,17.5,35.0
3289,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
3289,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
3289,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
3289,M021,"Sauteed Spinach, Garlic",Side,1,5.0,5.0
3289,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3289,M024,Citrus Olive Oil Cake,Dessert,1,7.5,7.5
3289,M032,Coffee,Drink,3,3.5,10.5
3289,M026,House Red / White (glass),Drink,1,8.0,8.0
3289,M027,Negroni,Drink,1,11.0,11.0
3290,M001,Whipped Feta & Hot Honey,Starter,1,8.5,8.5
3290,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
3290,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
3290,M014,Grilled Squid Linguine,Main,1,18.0,18.0
3290,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
3290,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3290,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
3290,M032,Coffee,Drink,1,3.5,3.5
3290,M029,Craft Beer,Drink,1,6.5,6.5
3291,M005,"Burrata, Heritage Tomato",Starter,1,10.5,10.5
3291,M003,King Prawn Saganaki,Starter,1,11.0,11.0
3291,M014,Grilled Squid Linguine,Main,1,18.0,18.0
3291,M021,"Sauteed Spinach, Garlic",Side,1,5.0,5.0
3291,M019,Greek Salad,Side,1,5.5,5.5
3291,M026,House Red / White (glass),Drink,1,8.0,8.0
3291,M032,Coffee,Drink,1,3.5,3.5
3292,M003,King Prawn Saganaki,Starter,1,11.0,11.0
3292,M012,Pan-Seared Dover Sole,Main,1,29.0,29.0
3292,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3292,M019,Greek Salad,Side,1,5.5,5.5
3292,M032,Coffee,Drink,2,3.5,7.0
3292,M027,Negroni,Drink,1,11.0,11.0
3293,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3293,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
3293,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3293,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
3293,M028,Aperol Spritz,Drink,3,10.5,31.5
3294,M001,Whipped Feta & Hot Honey,Starter,1,8.5,8.5
3294,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3294,M012,Pan-Seared Dover Sole,Main,1,29.0,29.0
3294,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
3294,M020,Charred Tenderstem Broccoli,Side,2,5.5,11.0
3294,M031,Soft Drink / Juice,Drink,3,3.5,10.5
3294,M027,Negroni,Drink,2,11.0,22.0
3294,M026,House Red / White (glass),Drink,1,8.0,8.0
3294,M030,Espresso Martini,Drink,1,11.5,11.5
3295,M005,"Burrata, Heritage Tomato",Starter,1,10.5,10.5
3295,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
3295,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
3295,M015,Wild Mushroom Risotto (v),Main,1,16.5,16.5
3295,M028,Aperol Spritz,Drink,3,10.5,31.5
3295,M029,Craft Beer,Drink,1,6.5,6.5
3296,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
3296,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
3296,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
3296,M026,House Red / White (glass),Drink,1,8.0,8.0
3296,M028,Aperol Spritz,Drink,1,10.5,10.5
3297,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
3297,M001,Whipped Feta & Hot Honey,Starter,1,8.5,8.5
3297,M015,Wild Mushroom Risotto (v),Main,1,16.5,16.5
3297,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
3297,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3297,M019,Greek Salad,Side,2,5.5,11.0
3297,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3297,M024,Citrus Olive Oil Cake,Dessert,1,7.5,7.5
3297,M026,House Red / White (glass),Drink,3,8.0,24.0
3297,M030,Espresso Martini,Drink,1,11.5,11.5
3297,M032,Coffee,Drink,1,3.5,3.5
3297,M027,Negroni,Drink,1,11.0,11.0
3297,M028,Aperol Spritz,Drink,1,10.5,10.5
3298,M003,King Prawn Saganaki,Starter,1,11.0,11.0
3298,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
3298,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3298,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
3298,M021,"Sauteed Spinach, Garlic",Side,1,5.0,5.0
3298,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3298,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
3298,M026,House Red / White (glass),Drink,1,8.0,8.0
3298,M030,Espresso Martini,Drink,1,11.5,11.5
3298,M031,Soft Drink / Juice,Drink,1,3.5,3.5
3298,M029,Craft Beer,Drink,1,6.5,6.5
3299,M003,King Prawn Saganaki,Starter,2,11.0,22.0
3299,M001,Whipped Feta & Hot Honey,Starter,1,8.5,8.5
3299,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
3299,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
3299,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
3299,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
3299,M019,Greek Salad,Side,1,5.5,5.5
3299,M025,Affogato,Dessert,2,6.5,13.0
3299,M027,Negroni,Drink,2,11.0,22.0
3299,M031,Soft Drink / Juice,Drink,1,3.5,3.5
3299,M029,Craft Beer,Drink,1,6.5,6.5
3300,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,2,22.0,44.0
3300,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
3300,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
3300,M023,Dark Chocolate Fondant,Dessert,2,9.0,18.0
3301,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
3301,M005,"Burrata, Heritage Tomato",Starter,1,10.5,10.5
3301,M011,Whole Grilled Sea Bass,Main,2,26.0,52.0
3301,M014,Grilled Squid Linguine,Main,1,18.0,18.0
3301,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
3301,M019,Greek Salad,Side,2,5.5,11.0
3301,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
3301,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3301,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
3301,M026,House Red / White (glass),Drink,1,8.0,8.0
3301,M032,Coffee,Drink,1,3.5,3.5
3301,M027,Negroni,Drink,1,11.0,11.0
3301,M030,Espresso Martini,Drink,1,11.5,11.5
3302,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
3302,M017,"Signature Burger, Aged Cheddar",Main,2,16.0,32.0
3302,M013,Corn-Fed Chicken Supreme,Main,1,19.5,19.5
3302,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
3302,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3302,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
3302,M022,Baklava Cheesecake,Dessert,2,8.5,17.0
3302,M025,Affogato,Dessert,1,6.5,6.5
3302,M024,Citrus Olive Oil Cake,Dessert,1,7.5,7.5
3302,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
3302,M028,Aperol Spritz,Drink,3,10.5,31.5
3302,M026,House Red / White (glass),Drink,3,8.0,24.0
3302,M031,Soft Drink / Juice,Drink,2,3.5,7.0
3302,M032,Coffee,Drink,1,3.5,3.5
3302,M029,Craft Beer,Drink,1,6.5,6.5
3303,M006,"Soupe de Poisson, Rouille",Starter,1,8.0,8.0
3303,M005,"Burrata, Heritage Tomato",Starter,1,10.5,10.5
3303,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
3303,M003,King Prawn Saganaki,Starter,1,11.0,11.0
3303,M011,Whole Grilled Sea Bass,Main,2,26.0,52.0
3303,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
3303,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
3303,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3303,M019,Greek Salad,Side,1,5.5,5.5
3303,M021,"Sauteed Spinach, Garlic",Side,1,5.0,5.0
3303,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3303,M024,Citrus Olive Oil Cake,Dessert,1,7.5,7.5
3303,M023,Dark Chocolate Fondant,Dessert,1,9.0,9.0
3303,M029,Craft Beer,Drink,4,6.5,26.0
3303,M032,Coffee,Drink,2,3.5,7.0
3303,M026,House Red / White (glass),Drink,1,8.0,8.0
3304,M004,Ox Cheek Croquettes,Starter,3,9.5,28.5
3304,M002,"Grilled Octopus, Salsa Verde",Starter,1,12.5,12.5
3304,M007,"Charred Flatbread, Tzatziki",Starter,1,6.5,6.5
3304,M017,"Signature Burger, Aged Cheddar",Main,3,16.0,48.0
3304,M013,Corn-Fed Chicken Supreme,Main,2,19.5,39.0
3304,M011,Whole Grilled Sea Bass,Main,1,26.0,26.0
3304,M008,"Lamb Chops, Salsa Verde",Main,1,24.0,24.0
3304,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
3304,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3304,M012,Pan-Seared Dover Sole,Main,1,29.0,29.0
3304,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3304,M020,Charred Tenderstem Broccoli,Side,1,5.5,5.5
3304,M029,Craft Beer,Drink,3,6.5,19.5
3304,M026,House Red / White (glass),Drink,3,8.0,24.0
3304,M031,Soft Drink / Juice,Drink,1,3.5,3.5
3305,M009,"Slow-Cooked Ox Cheek, Celeriac",Main,1,22.0,22.0
3305,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
3305,M026,House Red / White (glass),Drink,2,8.0,16.0
3305,M027,Negroni,Drink,1,11.0,11.0
3305,M031,Soft Drink / Juice,Drink,1,3.5,3.5
3306,M001,Whipped Feta & Hot Honey,Starter,1,8.5,8.5
3306,M012,Pan-Seared Dover Sole,Main,1,29.0,29.0
3306,M014,Grilled Squid Linguine,Main,1,18.0,18.0
3306,M015,Wild Mushroom Risotto (v),Main,1,16.5,16.5
3306,M018,Triple-Cooked Chips,Side,2,5.5,11.0
3306,M019,Greek Salad,Side,1,5.5,5.5
3306,M024,Citrus Olive Oil Cake,Dessert,2,7.5,15.0
3306,M022,Baklava Cheesecake,Dessert,1,8.5,8.5
3306,M031,Soft Drink / Juice,Drink,3,3.5,10.5
3306,M027,Negroni,Drink,1,11.0,11.0
3306,M028,Aperol Spritz,Drink,1,10.5,10.5
3306,M029,Craft Beer,Drink,1,6.5,6.5
3307,M007,"Charred Flatbread, Tzatziki",Starter,1,6.5,6.5
3307,M016,Brasserie Moussaka,Main,1,17.5,17.5
3307,M026,House Red / White (glass),Drink,2,8.0,16.0
3307,M032,Coffee,Drink,1,3.5,3.5
3308,M015,Wild Mushroom Risotto (v),Main,2,16.5,33.0
3308,M008,"Lamb Chops, Salsa Verde",Main,2,24.0,48.0
3308,M010,Cote de Boeuf (for two),Main,1,62.0,62.0
3308,M017,"Signature Burger, Aged Cheddar",Main,1,16.0,16.0
3308,M018,Triple-Cooked Chips,Side,1,5.5,5.5
3308,M026,House Red / White (glass),Drink,3,8.0,24.0
